anime_id,genre_id
20033,"4, 21, 35"
16331,"1, 3, 29"
33102,"4, 26, 28, 31, 35"
2063,"1, 19, 20, 29"
3444,"1, 29, 33, 36, 38"
18061,"33, 37"
5272,2
30196,"26, 28, 31"
5917,7
3691,"16, 31, 35"
2806,"2, 4, 9"
4085,"5, 14, 25"
7659,21
9737,"1, 19, 20, 24, 29"
1270,"1, 19, 20, 29"
5539,"1, 29"
5353,"4, 8, 28, 30"
2564,"4, 26, 28, 29, 35"
1221,"1, 4, 17, 28, 29, 31, 35, 38"
28205,"16, 17"
2572,"2, 9, 16"
9390,"1, 2, 19, 29"
1905,"9, 13, 17, 26, 31, 39"
4756,"7, 22, 25, 30"
359,"1, 28, 33, 37"
13137,"4, 8"
22049,"1, 21, 29"
32412,"4, 23"
7571,"7, 35"
3323,"1, 7, 29"
7547,"16, 35"
23831,4
5265,"1, 2, 4"
30291,"4, 22, 28, 33, 38"
2302,"19, 23, 29"
16690,"7, 35"
10547,"7, 8, 9, 11, 26"
215,"4, 26"
5845,"1, 4, 9, 16"
10924,"1, 2, 8, 9"
13153,21
3399,"1, 19, 29, 36"
1999,"2, 7, 19, 29, 33"
3755,"9, 16"
12337,"1, 7, 19, 20, 29"
14333,"2, 9"
31894,21
7279,"1, 29"
1624,"7, 26, 28"
9344,35
7626,"2, 9, 33"
6743,"4, 9"
4099,9
17010,21
1107,"1, 2, 6, 7, 14, 38"
14693,"4, 30, 35"
15219,"1, 10, 29"
17325,"9, 29"
5848,9
1333,"2, 4, 9, 16"
17147,"4, 28"
31561,"1, 7, 30"
28913,"4, 28, 35"
5956,"1, 4, 23, 26, 28, 33"
17813,40
22113,"4, 9, 28"
1918,"4, 9, 17, 23"
5466,"4, 9, 17"
34239,"4, 23"
2621,"7, 26, 31, 34"
13283,35
2267,"19, 22"
2168,"2, 4, 39"
988,"1, 4, 13, 20, 27"
2099,"2, 29, 39"
32684,"4, 28, 31, 34, 35"
10342,"1, 2, 7, 19, 29, 33"
8553,"1, 2, 4, 29"
33934,1
6919,"1, 7, 38"
3417,"4, 8, 17"
31128,"1, 2, 7, 9, 13, 39"
19973,"7, 37"
3131,37
3166,"1, 9, 14, 29"
6096,4
5337,"2, 9, 10, 33"
18669,4
3007,"21, 34"
769,"4, 8, 19, 29, 33"
21677,"1, 19, 26, 29, 36"
6970,"2, 19, 29"
2256,"1, 7, 19"
833,"1, 4, 19, 29, 33"
31530,"28, 29"
10528,"1, 2, 4, 33"
14889,"4, 8, 23, 28, 33"
21167,9
1361,29
10262,4
19367,"1, 2, 29"
30895,"22, 26, 28, 35"
28915,"4, 28, 35"
2601,"1, 19, 29, 33"
23697,"1, 4"
20971,"11, 21, 28, 31"
2303,"19, 23, 29"
18845,4
31223,"1, 10, 28, 29"
3201,"9, 16"
11859,"1, 2, 8, 9"
559,"7, 25, 29"
2698,"1, 7, 24, 30, 40"
1217,"4, 7, 26, 34"
22361,"2, 4, 17"
9403,"1, 2, 4, 9, 19, 29"
1048,"6, 14, 39"
4475,7
3905,2
4537,4
2464,"2, 4, 9"
6148,"4, 30, 35"
6682,"1, 8, 38, 39"
1295,"1, 2, 4, 26, 29, 38"
23583,"7, 13, 16, 31, 35"
14373,29
9166,"7, 31, 37"
3132,"2, 13"
4418,"4, 9, 35"
17020,"7, 21, 26, 28"
3202,"9, 16"
1753,4
2647,"9, 16"
5088,22
909,"2, 19, 29, 36"
1158,"2, 4, 33, 39"
8450,7
31630,"4, 7, 22, 24"
1851,"2, 4, 9, 19, 23"
1193,"4, 9"
1884,4
3285,"17, 28, 31"
9824,"9, 14"
2293,"1, 14, 29, 38"
3932,"1, 19, 29"
2046,"4, 9, 17, 26, 31"
3356,"9, 17, 28, 31"
5386,"1, 13, 18, 27"
4617,"7, 29"
33038,"4, 9"
2550,"4, 23"
5056,"4, 8, 28, 35"
21703,"1, 2, 4, 9, 16"
14935,"2, 4, 9, 16"
24935,"4, 28, 30, 35"
10013,"7, 13"
6251,"4, 35"
1662,"7, 29, 30, 36"
30246,"4, 29, 36"
19953,"17, 35"
27405,"7, 30, 35"
1734,"4, 7, 26, 28"
4667,"2, 4, 16, 33"
4070,4
13169,"2, 4, 9, 13"
69,"1, 9, 20, 29"
31967,"4, 9"
7816,"4, 29, 33"
8145,"1, 9, 14, 16, 33, 39"
21575,"19, 29"
1849,"1, 2, 9, 19"
5600,"2, 13, 16"
1428,"2, 4, 33"
3676,"1, 19, 29"
4113,"9, 17, 26, 31"
6277,"9, 13"
6130,4
3619,"4, 23, 26, 38"
2085,"2, 4, 9, 19, 33"
2052,"26, 37"
4459,"2, 4, 9"
3065,"1, 2, 4, 9"
30679,"1, 2, 8, 9"
24763,"4, 19, 23"
2153,9
8745,"6, 39"
15119,"1, 4, 8, 28"
28603,"4, 9, 39"
16415,"4, 19"
1903,"1, 8, 29"
8026,"1, 2, 33"
6397,"7, 35"
2631,"4, 9, 16, 29, 33, 37"
12361,"1, 3"
1460,"1, 2, 7, 19, 20, 29, 36"
20965,9
3011,"26, 28"
1346,"2, 5, 19, 22, 24, 25, 29, 40"
15607,"7, 13, 35"
32023,"1, 7, 19, 29"
8547,"4, 29, 33"
9121,"1, 29, 33"
825,"2, 7, 33"
3061,"2, 13, 19, 29"
15093,"2, 4, 9"
1262,"2, 19, 20, 29, 33, 36"
3482,"4, 28, 37"
3880,"19, 29, 33"
3884,"1, 4, 8, 9"
8743,"7, 20, 29, 35"
7079,"1, 14, 22, 39"
20907,2
31168,"1, 9, 16"
23309,"1, 8, 24"
5223,"4, 16"
8373,"2, 4"
1443,"1, 2, 29, 36"
32993,"4, 35"
1671,"1, 2, 29"
27629,"4, 22, 38"
3977,"4, 11, 28, 35"
30166,"4, 9, 28, 33, 39"
184,"1, 19, 29, 33, 36"
3704,"4, 16"
8194,"2, 9, 14, 17, 39"
31883,"3, 30, 35, 37"
32670,"1, 16"
31683,"4, 35"
7667,"4, 29, 33"
1314,"1, 29, 33"
3101,"1, 2, 3, 19, 29, 33, 37"
5292,"1, 2, 19, 20, 33"
5900,7
17785,4
1883,4
9014,"7, 26, 32, 39"
887,"1, 19, 20, 29, 36"
9990,"5, 7"
864,"19, 20, 29, 33, 36"
10802,"1, 4"
30842,"28, 31"
2233,"4, 16"
1867,"1, 2, 29, 33, 36"
10219,"4, 8, 26"
3913,"1, 6, 18, 33"
6303,"2, 4"
610,"4, 7, 8, 39"
3474,23
6674,"4, 22"
17777,"4, 8, 26, 33, 39"
1444,"2, 19, 29, 36"
16099,4
3472,4
51,"1, 7, 26, 31, 39"
10306,4
4521,"2, 29"
2008,"1, 4, 7, 18, 26, 35, 37"
4044,14
6075,4
6107,4
29998,4
9163,"7, 31, 37"
722,"4, 26"
8278,"1, 6, 14, 20, 22, 24, 39, 40"
5829,"1, 19, 29"
2127,"2, 19, 29, 33"
13955,"2, 4, 7, 22, 29"
21495,"4, 28, 33"
7718,9
28673,"22, 29, 33, 40"
661,"7, 11, 26, 28"
6413,"1, 4, 39"
7551,"1, 2, 19, 29"
13639,"13, 35"
910,"2, 4, 18"
12689,"19, 20, 29"
10028,"2, 4, 7, 9, 17, 19, 26, 31"
3660,"4, 9, 16, 17, 31"
2133,"7, 9, 35"
362,"7, 26"
363,"7, 26"
470,"4, 7, 26, 35"
10180,"6, 13, 26, 30, 39"
28853,"2, 9, 16"
2466,23
31914,28
4941,22
11773,"2, 4, 8, 9, 17, 30"
17068,"1, 21"
28085,5
3234,"1, 29, 30"
6462,"9, 39"
13863,"1, 7, 22, 29, 40"
1701,"4, 8, 26, 29, 30"
159,"2, 9, 14, 19, 25, 29, 33, 36, 39"
458,"4, 8, 17, 29, 30"
33689,21
14875,"1, 2, 7, 19, 29"
10666,"4, 29"
1865,"4, 23, 29"
133,"4, 8, 26, 28, 35"
647,"2, 6, 7, 9, 13, 26, 31, 39"
1057,"1, 4, 8"
15847,"1, 19"
24873,"9, 11, 26, 28"
5132,"4, 8, 28"
952,"4, 17"
1880,"1, 2, 22, 29, 30, 38"
7171,"6, 13, 39"
28385,"4, 23, 26, 28"
2100,"2, 6, 9, 29, 30"
33205,"1, 29, 36"
8079,"5, 29"
6331,"1, 4, 19, 20, 23, 29, 36"
4853,"4, 14, 39, 41"
32881,"1, 7, 33, 37"
4578,"1, 4, 19, 23, 29"
26443,"1, 2, 8, 33"
6731,"4, 16, 38"
2018,"14, 22"
6861,"5, 9, 29"
6693,"4, 16"
31319,"26, 28, 31"
12967,"1, 11, 26, 31"
4025,"2, 9, 16"
4563,2
2822,4
18881,"28, 39"
295,"2, 7, 19, 20, 29, 36"
29722,"4, 35"
8146,"1, 9, 14, 33, 39"
2697,"1, 29"
4737,"4, 23, 38"
258,"7, 14, 41"
10905,"13, 30, 35"
5013,"2, 7, 13"
3858,"2, 4, 7"
31804,"4, 30, 35"
8302,"8, 30"
2307,"1, 4, 8, 19"
7598,"22, 29, 40"
3571,"2, 3"
3881,"4, 17, 31"
2571,"2, 4, 16"
614,"17, 26"
34252,21
13563,35
13969,"4, 13, 30"
31750,"1, 2, 4, 9, 16"
11445,"4, 26, 29"
3361,"1, 19, 29"
9526,"1, 20, 29"
2024,"4, 13"
33056,"4, 26, 31"
9591,23
8548,"4, 29, 33"
33499,"7, 33, 37"
1868,"2, 7, 19, 26"
9389,"1, 2, 19, 29"
33024,"1, 19, 28, 29, 30, 36"
4385,"1, 19, 29"
4386,"1, 19, 29"
5168,"13, 27"
3838,"17, 28, 31"
7017,4
3278,"1, 4, 33, 37"
2260,"4, 8, 19, 29"
4023,"9, 16"
31156,"1, 7, 9, 17, 28"
9691,"1, 6, 9, 13, 27, 29, 39"
9792,"2, 16"
4049,"2, 4, 9, 16, 17, 38"
349,"7, 9, 17, 39"
31845,"1, 4, 8, 9, 11, 26, 28, 29"
19257,"4, 28, 35"
8960,"1, 4"
5006,"2, 9, 16"
9106,"1, 2, 9, 33"
9015,"4, 9, 16, 17"
25257,4
3819,"7, 21"
31540,"4, 21"
31867,28
21119,"7, 26"
33668,"17, 39"
3507,"5, 7, 21, 25, 28, 39"
18637,"1, 19, 29, 33, 38"
8449,"1, 29, 34"
8961,"4, 27, 30"
6127,4
6234,"4, 23, 28"
10405,"2, 29"
12683,21
5396,19
17681,"4, 9, 17"
3914,"6, 9, 26, 30"
14077,"4, 23"
14237,"1, 29, 35"
33314,"1, 2, 4, 9, 16"
23985,"4, 8, 26, 30, 35"
3015,"1, 7, 20, 29, 33, 36"
1679,"4, 8, 26, 35"
3022,"1, 26, 28, 29"
4513,"2, 9, 13, 26"
30145,"6, 9, 13, 17, 31, 39"
4928,"4, 7, 31"
2422,"1, 2, 4, 29, 33"
3315,"1, 19, 24, 29"
32202,"17, 21, 26, 28"
3276,"1, 4, 33, 37"
2162,"2, 13, 33"
555,"4, 19, 26, 29, 32, 33"
1280,"4, 9, 14, 17, 39"
32041,9
8896,"7, 13"
28963,"28, 31"
18639,4
33192,7
6979,"2, 9, 11, 17"
1713,"1, 2, 20, 29, 33"
2027,"4, 26, 28"
8985,4
21861,"5, 7, 14, 21"
5112,"4, 8, 9, 26"
6287,"4, 8"
10526,"1, 16"
5375,4
3671,"1, 19, 21"
2474,"1, 2, 4, 17, 19, 29"
16740,"4, 28"
22443,16
28911,"4, 28, 35"
28883,"1, 28, 32"
360,"2, 7, 9, 39"
3839,"17, 28, 31"
7729,2
21077,"1, 19"
2075,"2, 4, 15, 35"
2526,"4, 8, 26, 35, 39"
19575,"26, 28, 31"
6227,"4, 7, 8, 11, 21"
1503,"2, 4, 9, 17, 23, 30"
1580,"2, 6, 33, 39"
749,"4, 16"
13681,"4, 30, 39"
19731,"2, 9, 16"
3768,"1, 33, 37"
980,"4, 16, 17, 20, 29"
11049,"9, 35"
1500,"4, 7, 8, 14, 39"
10594,"4, 9, 26, 31, 41"
33247,"26, 28, 31"
9566,"1, 19, 29, 38"
30751,4
4420,"1, 4, 16, 41"
4591,"4, 28, 35"
1583,"1, 19, 29, 30"
26189,"2, 4, 17, 26, 31"
15085,"9, 15, 22, 26"
7779,"7, 9, 16"
7752,"1, 2, 9"
34173,"4, 26, 31"
14277,"4, 26, 28, 30, 35"
22733,"9, 33"
6062,"1, 2, 4, 33"
32785,10
8157,"2, 4, 9, 14, 39"
3906,14
2281,"2, 4, 9, 22, 29, 33"
9748,37
7505,"4, 7, 9, 16"
1591,"4, 26, 28"
10755,22
3475,"13, 14, 18, 27"
15881,"4, 8"
31927,"1, 2, 9"
25365,"4, 9, 16"
8840,"1, 13, 20, 38"
23433,"4, 31, 35"
25883,7
2679,"4, 29"
4533,"4, 9, 29"
9100,4
8249,"1, 7, 19, 20, 29"
12123,"4, 30, 35"
6094,"9, 16"
13859,"4, 29"
17167,"2, 29, 33"
2789,"2, 9, 16, 33"
2156,"1, 9, 10"
301,"1, 2, 4, 22"
13807,"14, 28"
29165,"4, 8"
32264,"21, 26"
1337,"4, 6, 9, 14, 33, 39"
1344,"1, 7, 29"
24675,10
16912,"4, 9"
6271,14
581,"2, 4, 8, 27"
2523,"2, 7, 9, 18, 26, 39"
10132,21
7170,"6, 13, 39"
23341,"4, 17"
15717,"26, 31"
19351,"4, 26, 28, 31"
9731,"1, 6, 33, 39"
1547,"4, 28, 35, 39"
29511,"21, 35"
3004,"9, 17"
1508,"7, 14, 29"
5693,13
13175,"7, 28"
6437,"2, 4, 29, 36"
3724,10
8214,"1, 13"
3512,"4, 7"
927,"2, 19, 29, 33"
2700,"1, 4, 29"
30385,"1, 8, 9, 32"
30445,21
21595,"1, 9, 10, 33"
28593,4
454,"4, 9, 10"
791,"1, 2, 7, 9, 17, 30"
12581,"4, 8, 26, 28"
9165,"7, 31, 37"
4509,"1, 2, 29"
9935,"7, 17, 31, 39"
4014,"1, 29, 38"
2760,"7, 19, 29, 36"
4443,"1, 2, 4, 33"
10524,"1, 2, 4, 33"
4298,"33, 37"
8149,"2, 4, 9, 14, 39"
8533,"6, 7, 13, 26"
3175,"1, 2, 4, 7, 29"
32503,8
16149,"4, 26, 37"
17791,29
23897,35
28179,"4, 21, 35"
32233,21
4614,"2, 7, 13, 26"
9290,"4, 28, 39"
7108,4
835,"7, 26"
2714,"7, 28"
8042,"28, 37"
8011,"1, 4, 19, 29"
5344,19
2103,"7, 21, 33"
6276,14
11699,"4, 30, 35"
25833,"7, 21"
33964,"1, 7, 13"
14007,"7, 19, 20, 29, 33, 36"
5098,"7, 9, 16"
1380,"2, 7, 14, 19, 20, 26, 29, 36"
2885,"4, 33"
20187,17
5652,"2, 29"
13215,"7, 9, 16, 35"
2739,"7, 9, 38"
3834,"2, 29"
10832,"13, 30, 35"
28713,"4, 8, 26, 30, 39"
2609,"7, 11, 26, 28"
1777,"1, 2, 9, 39"
2155,"11, 26, 28"
19401,13
10562,"1, 3, 33, 37"
499,"2, 14, 26, 33, 39"
1832,"1, 7, 19, 25, 29"
9254,7
337,"4, 26, 39"
18413,"19, 29"
32308,"9, 17"
9424,"1, 10, 28, 33, 37"
22231,"9, 17, 26"
13843,"1, 7, 22, 31"
15313,"4, 9, 35"
2840,"4, 23"
8812,2
24531,"4, 8, 28, 33"
20365,21
10194,"1, 2, 4, 22"
25839,"4, 11, 26, 31, 35"
6872,"1, 2, 7, 29, 33"
6628,4
8491,"1, 2, 9, 16, 39"
21997,"1, 2, 4, 33"
9880,"9, 33"
8584,"7, 20"
3215,13
2423,"1, 9, 29"
1977,"1, 7, 13, 27"
7230,"2, 29"
848,"19, 29"
577,"9, 17"
3214,"1, 2, 38"
14247,"7, 26"
2059,"4, 26"
15565,"1, 8, 11, 18, 28, 38"
31923,"4, 22, 28, 38"
9523,4
5585,"8, 17"
4024,"2, 9, 16"
2406,"4, 35"
19573,"9, 29, 39"
10349,16
30585,"7, 28, 29, 39"
4451,"4, 8, 26, 28"
17959,"7, 19, 29"
5475,"1, 2, 4, 19, 29"
12867,7
2566,"4, 28, 33"
6822,"4, 35"
3290,"4, 9, 16"
8240,"2, 4, 13, 16"
547,"7, 26, 28, 39"
1630,"2, 4, 9"
9595,29
27619,"4, 8, 26, 33, 35"
10901,"7, 13"
2309,"4, 29, 35, 37"
2023,"1, 4, 28, 33, 39"
6920,"1, 7, 14, 41"
693,"1, 4, 7, 8, 24, 29, 33"
6645,"4, 8, 28"
17205,2
8550,"4, 29, 33"
14073,"4, 8, 23, 28, 33"
6557,"2, 4, 9, 17"
8178,35
5862,29
20929,21
33498,"7, 33, 37"
8150,"2, 4, 9, 14, 39"
7596,"4, 23, 29"
1850,"1, 2, 9, 19"
30155,"1, 2, 4, 9"
12579,"4, 8, 26, 33, 39, 41"
31762,"21, 31, 37"
8141,"2, 4, 7"
6994,4
3448,"1, 24"
10465,"1, 4, 8, 27, 30"
1162,"2, 4, 9, 19, 33"
1071,"7, 26"
21479,"2, 37"
24713,"4, 35, 37"
8848,"4, 30, 35"
9587,"4, 8, 11, 26"
11595,"4, 16, 28, 38"
22215,"21, 31, 37"
30912,"4, 19, 23"
4213,"7, 26"
7759,"4, 35"
2770,"1, 2, 29, 36"
4948,"2, 9"
5369,"1, 2, 33"
1582,"1, 2, 20, 29"
25169,"4, 7"
31668,"4, 28, 33, 37"
30178,"1, 4, 22, 38"
33023,"1, 4, 7, 9, 13, 35"
2516,"19, 20, 29, 33, 36"
12411,23
1959,"1, 7, 24, 33"
16233,"7, 21"
16574,"1, 9, 10, 33"
1994,"2, 4, 9, 10, 29"
33326,"7, 20, 21"
6688,"13, 35"
3120,"7, 26, 35"
1494,"14, 22, 25, 29"
3518,"9, 16"
11769,"4, 8, 28, 30, 32"
16646,"4, 16, 21"
7405,"2, 38"
2738,"9, 16"
511,"2, 4, 9, 13"
23367,"4, 28"
7376,"7, 9, 26"
12433,22
30652,"4, 33, 35, 37"
15177,"1, 19, 21, 26, 29"
22435,"1, 19, 29"
16397,"8, 26, 28"
31113,"1, 2, 19, 29"
818,"4, 7, 26, 35"
1100,"2, 4, 29"
21507,"1, 4, 8, 33, 39"
4599,"9, 16"
3115,"1, 2, 26, 29"
5308,"1, 4"
6425,"4, 8, 10"
6987,"8, 26, 30"
2537,"9, 29, 31"
7334,"1, 2, 9, 10, 33"
17295,"7, 10, 19"
6496,"2, 4, 17, 26"
9972,"7, 19, 20, 29, 33"
23333,"1, 25, 29, 38"
7252,"2, 7, 9, 16"
2196,"1, 2, 9, 17, 19, 29"
9598,"4, 29"
17897,21
7723,"4, 9, 16, 39, 41"
7169,"7, 13"
9172,"2, 9"
1856,4
3723,4
5725,"1, 2, 10, 16, 29"
29301,"7, 35"
33795,"4, 17"
18449,"19, 29, 36"
28381,"16, 31, 39"
4719,"1, 2, 8, 9"
3877,"2, 13, 31"
445,"2, 4, 9, 26, 33"
17969,"2, 9"
4033,"4, 7, 21"
176,"2, 26"
30865,16
7818,"9, 31"
16576,"1, 9, 10, 33"
19029,4
12131,"8, 23, 26, 30"
24699,"4, 29, 33"
6077,"4, 9"
231,"1, 4, 7, 9, 17, 28, 29, 33, 35, 38, 39"
9164,"7, 31, 37"
25965,"4, 16"
31049,"1, 2, 29, 33, 37"
4095,"9, 14, 39"
2285,"1, 2, 16, 19, 29, 33"
6215,"1, 2, 17, 21, 29, 38"
12485,"4, 6, 14, 22, 39, 41"
1552,"4, 7, 26"
6992,"2, 29"
32065,4
31091,"4, 28, 35"
23989,8
6695,"2, 4, 9"
1628,"1, 6, 14, 33, 39"
3898,"2, 6, 19, 29, 33"
7740,"1, 2, 8, 9"
2244,"4, 13"
2068,"1, 2, 19, 29"
7705,"11, 28, 31"
3989,1
309,"4, 17, 23"
7610,"9, 13"
6095,"4, 26, 31, 35"
1542,"1, 2, 19, 29"
1828,"1, 9"
2019,"1, 2, 7, 29"
3808,"3, 33, 37"
8152,"2, 4, 9, 14, 39"
13993,"1, 7, 9, 31, 39"
21809,"4, 8, 19, 30"
3155,"1, 4, 16, 31"
11505,"19, 20, 29"
1899,"2, 19, 29, 33"
1188,"4, 35"
25641,21
3936,"2, 13, 16, 29"
6523,16
4566,"1, 4, 7, 9, 17"
29035,"4, 19, 23"
839,"1, 9, 18, 27, 38"
30390,"4, 27, 28"
11561,"2, 7, 13, 16"
6899,"2, 4, 16, 29"
6900,"4, 16"
2102,"2, 4, 35, 39"
773,"2, 4, 8, 19, 29"
13967,"4, 13, 30"
7691,11
4584,"2, 4, 16"
346,"7, 11, 26, 28, 35"
7463,"4, 8, 10"
11537,16
10330,"1, 2, 9, 10, 33"
9991,"2, 16"
8132,"1, 13, 19"
15979,"4, 35"
1157,"1, 2, 9, 29, 33"
3151,"2, 19, 29"
141,"19, 29"
8196,"4, 23, 30, 37, 38"
1561,"11, 21"
24417,"4, 33"
1984,22
7247,"1, 4, 16, 37"
9782,"22, 29, 36"
11873,"4, 16"
1938,"1, 2, 9, 13, 20, 29"
32039,"4, 21"
10263,"2, 4, 16, 19, 29, 33"
1862,"1, 8, 17, 20, 29"
13675,7
17879,4
24527,"1, 20, 30"
7939,"2, 4, 5, 9, 21, 22"
13143,"1, 10, 33"
4419,"4, 9, 35"
3962,"4, 16"
32932,26
5629,"19, 29, 36"
841,"4, 8, 35"
10177,"23, 30"
904,"1, 2, 4, 9, 18, 33, 38"
25495,21
3294,"19, 20, 22, 29, 36"
33808,"21, 28"
3020,"4, 28"
11005,"8, 9, 28, 30, 39, 41"
1427,"2, 4, 33"
5723,"19, 20, 29, 36"
1139,"2, 9, 16"
16335,"1, 19, 20, 29"
838,"7, 30, 40"
2083,"1, 18, 28"
14519,4
439,"2, 7, 9"
14583,4
5314,"2, 4, 9"
10201,"1, 13, 38"
3599,"1, 6, 14"
11791,"4, 16, 17"
17963,"19, 29"
9002,16
2301,"1, 19, 29, 33"
29123,21
5474,"4, 9, 16"
14231,"9, 26"
1202,"1, 2, 9, 17, 29"
18767,"1, 9"
23365,21
2981,"7, 13, 14"
18755,"4, 29, 30"
7491,"2, 9, 17, 33"
33045,21
4003,"8, 17"
23409,"1, 2, 4, 33"
1324,"7, 31, 34"
498,"1, 2, 19, 29"
14095,"1, 4, 16, 33"
2049,"1, 2, 4, 9, 26"
17815,9
4129,"4, 21, 31"
12449,"8, 37"
29765,
7415,21
10481,"7, 22, 26, 31, 35"
2332,"1, 2, 4, 8, 19, 20, 26, 29"
7468,"4, 8, 11, 28"
11547,"1, 4, 7, 13, 26, 27, 31"
10525,"4, 16"
32309,7
686,"4, 18, 23, 27, 29, 38"
9794,"4, 13, 23, 27, 30"
648,"4, 7, 11, 26, 29"
4484,"7, 14, 26"
20053,17
5133,29
6074,"4, 29, 36"
2689,"2, 29, 33"
21523,"1, 10, 33"
2823,"4, 9"
5289,"1, 2, 29"
12877,"7, 19, 25, 29"
2830,"2, 7, 35"
1283,"2, 4, 9, 31"
7290,"1, 2, 29"
2287,"2, 4, 9, 10, 33"
1056,"4, 7, 26, 28, 31"
10477,"4, 29"
4713,"9, 11, 26, 31"
3406,"4, 19, 29"
5876,"2, 9, 13"
9951,39
2092,"4, 26, 31"
1909,"4, 26, 34"
13789,2
8792,4
32927,"1, 19"
5584,"8, 17"
7876,9
20555,"21, 35"
854,"1, 2, 4, 20, 26, 29, 36"
33902,"7, 28"
2388,4
31221,"22, 28"
5462,"4, 29"
28251,"4, 16, 17, 26"
31551,"4, 30, 35"
14949,"4, 30, 35"
7739,"4, 8, 38, 39"
8216,"18, 30, 37"
1224,"1, 2, 9, 21, 26, 29, 33, 38, 39"
5421,"1, 9, 19, 20, 29, 39"
2414,"4, 24, 29"
22547,"1, 2, 9, 18"
7597,"4, 30, 35"
11705,"1, 9"
5689,"2, 7, 9"
426,"1, 2, 4, 9"
7867,"1, 2, 16"
24127,"13, 14, 39"
2545,"2, 7, 13"
32548,1
5287,"1, 2, 4, 16, 37"
6875,"1, 7, 19"
3889,"4, 8, 26"
6932,4
4461,7
8919,2
8431,"4, 31, 35"
4187,13
24835,"4, 19, 23"
571,"1, 4, 17, 19, 26, 29"
2567,"2, 16"
30686,"4, 9, 16"
6385,"9, 16"
13855,8
5080,"4, 9, 17, 28"
3509,"1, 18, 30, 38"
10301,"4, 8, 10"
17165,"2, 19, 29, 33"
9768,"2, 4, 9, 16, 17"
7510,"7, 39"
8964,"2, 4, 16"
11099,"1, 4, 38"
13495,35
12121,21
2690,"1, 22, 30"
6616,"1, 26, 27, 29"
2015,"4, 28"
1026,"2, 13, 14, 31, 39"
31994,"5, 14, 39"
1484,"1, 6, 9, 14, 39"
204,"1, 4, 8, 11, 38"
7770,"4, 35"
4444,"2, 4, 10, 37"
12589,"2, 16"
9846,22
767,"1, 4, 8, 24, 29"
2827,4
3506,"5, 21, 29"
3840,"1, 29"
11471,1
6680,"13, 39"
15883,"9, 17, 29"
2066,"1, 2, 19, 20, 29, 36"
7427,"1, 4, 8, 33, 38"
2473,"1, 2, 4, 17, 19, 29"
31065,"1, 29"
6965,"2, 4"
30922,"9, 39"
5783,"2, 4"
9423,35
6327,"9, 31"
32959,"4, 35"
10581,"1, 7, 19, 20, 29, 36"
1093,"4, 30, 35"
8464,"4, 8, 28"
7549,"4, 9, 17, 28"
756,"7, 26, 28"
31669,"4, 33"
30916,1
18003,"4, 13, 30"
2179,"7, 26, 28"
748,26
31736,"1, 8, 9, 32"
6918,"1, 18, 38"
28433,"7, 21, 29, 35"
30100,9
3135,"1, 2, 9, 19, 29"
25567,"7, 25, 29, 34"
9282,"10, 33"
22055,"14, 22, 39"
1200,"2, 9, 27"
28791,"1, 29"
32083,"1, 9"
3845,"2, 16, 17"
9043,"1, 9"
1885,"4, 9, 10"
2226,"9, 16"
8842,"4, 30, 35"
31676,"1, 6, 9, 39"
14663,"1, 8, 9"
3642,"8, 9, 11, 21"
31133,"1, 6, 9"
17379,"1, 13, 18, 33"
10199,"1, 2, 9, 16, 17, 31, 38"
13965,"4, 13, 30"
4616,"2, 4, 16"
1228,"1, 4, 8, 9, 39"
21999,"1, 2, 4, 33"
17727,"4, 39"
1156,"1, 7, 22, 29"
10354,7
23735,"4, 8, 19, 30"
1955,"4, 9, 29"
3595,"1, 6, 14"
2461,"1, 19, 29"
30168,21
2851,"1, 2, 4, 13, 18, 33"
8312,21
13927,"1, 4, 28, 29, 38"
6889,"1, 2, 4, 19, 29, 38"
8928,5
25967,"4, 16, 37"
5469,"1, 7, 13, 20"
6484,"1, 4"
2693,"4, 9"
3813,"9, 22, 26, 31"
2322,"4, 8, 19, 23, 29, 33, 38"
1234,"4, 8, 26, 29"
9944,31
6071,9
766,"4, 7, 19, 29"
556,"7, 26, 29"
669,"4, 26, 28"
2791,"1, 4, 28"
14049,"11, 26"
11693,"7, 16"
3336,9
2304,"19, 23, 29"
1975,"19, 29"
17237,"4, 13, 35"
12065,"1, 2, 8, 9"
28447,"1, 2, 6, 9, 17, 39"
12367,"1, 9"
7416,16
2314,"2, 7"
16363,"1, 2, 8, 9"
22831,"30, 37"
16211,"9, 13"
23037,"1, 4, 13, 21, 31"
1468,"1, 18, 29, 33, 36, 38"
1055,"19, 29"
2723,"1, 4, 17, 19, 29"
19235,"9, 21"
19165,"4, 23"
2833,"2, 29"
3434,"2, 3, 16"
9911,17
932,"4, 29, 35"
588,"4, 8, 9, 26, 33"
12965,"9, 17, 31"
1926,"21, 35"
23753,"17, 19, 29, 39"
8180,"2, 4"
7532,9
7294,"2, 9"
1874,"4, 8, 11, 26"
25543,"1, 19"
3183,"1, 2, 7, 29, 33, 36"
1175,"4, 29, 33, 37"
1940,"2, 4, 8, 29, 33"
3600,"1, 6, 18"
1099,"2, 7, 9, 33"
31402,"1, 9, 29"
2421,"4, 9"
32816,"4, 33, 37"
13983,"4, 30, 36"
11919,"26, 37"
5628,"4, 29, 36"
2051,"1, 7, 29, 31, 38"
3675,"1, 7, 9, 29, 36"
5673,"2, 7, 13"
